Date,Country,Region,Petrol_Price_USD_per_Liter,Diesel_Price_USD_per_Liter,Natural_Gas_Price_USD_per_MMBtu,Crude_Oil_Price_USD_per_Barrel,Inflation_Rate (%),Exchange_Rate_vs_USD,GDP_Growth (%),Supply_Index,Demand_Index,Geopolitical_Risk_Index,Event_Flag,Event_Description,Currency_Devaluation (%),Subsidy_Level,Tax_Rate_on_Fuel (%),Petrol_7d_MA,Petrol_28d_vol,Petrol_lag_1,Crude_lag_1,Scarcity_Flag,Year,Month,Quarter,Week,Day_Of_Week
2018-10-29,United Kingdom,Europe,0.746,0.663,1.5,42.22,2.53,0.7372,3.09,52.8,53.3,21.3,0,No Event,0.52,Low,38.0,0.7615000000000001,0.0658396083882202,0.798,45.56,0,2018,10,4,44,0
2018-11-05,United Kingdom,Europe,0.801,0.709,1.564,46.53,2.27,0.7487,2.25,48.0,48.7,22.6,0,No Event,-0.36,Low,38.0,0.7765,0.0688514544459553,0.746,42.22,0,2018,11,4,45,0
2018-11-12,United Kingdom,Europe,0.832,0.744,1.5,47.71,2.82,0.7288,0.86,45.2,67.3,25.6,0,No Event,-0.89,Low,38.0,0.79425,0.0615173876421431,0.801,46.53,0,2018,11,4,46,0
2018-11-19,United Kingdom,Europe,0.812,0.73,1.5,47.25,3.04,0.7434,1.52,51.0,57.5,26.5,0,No Event,-0.52,Low,38.0,0.79775,0.054261061968764,0.832,47.71,0,2018,11,4,47,0
2018-11-26,United Kingdom,Europe,0.897,0.776,1.5,51.14,2.0,0.7587,2.22,53.7,53.5,20.3,0,No Event,-0.36,Low,38.0,0.8355,0.0607516388860834,0.812,47.25,0,2018,11,4,48,0
2018-12-03,United Kingdom,Europe,0.808,0.722,1.5,45.83,2.7,0.7514,1.13,59.6,63.3,29.9,0,No Event,-0.88,Low,38.0,0.83725,0.0609314957957466,0.897,51.14,0,2018,12,4,49,0
2018-12-10,United Kingdom,Europe,0.83,0.756,1.5,48.24,2.52,0.7455,1.15,41.5,40.3,22.3,0,No Event,0.1,Low,38.0,0.83675,0.0611665202770968,0.808,45.83,0,2018,12,4,50,0
2018-12-17,United Kingdom,Europe,0.902,0.848,1.569,53.46,3.05,0.7562,3.5,45.1,48.7,21.0,0,No Event,0.06,Low,38.0,0.8592500000000001,0.0651269623135314,0.83,48.24,0,2018,12,4,51,0
2018-12-24,United Kingdom,Europe,0.946,0.874,1.82,55.25,2.01,0.7607,3.24,42.1,50.1,22.1,0,No Event,0.02,Low,38.0,0.8714999999999999,0.0656508913606156,0.902,53.46,0,2018,12,4,52,0
2018-12-31,United Kingdom,Europe,0.948,0.825,1.679,54.0,3.3,0.7565,2.17,63.9,59.7,26.2,0,No Event,-0.13,Low,38.0,0.9065,0.0605017641776149,0.946,55.25,0,2018,12,4,1,0
2019-01-07,United Kingdom,Europe,1.058,0.96,1.566,60.94,2.88,0.7613,1.79,52.0,53.3,23.3,0,No Event,-0.16,Low,38.0,0.9635,0.066294886930157,0.948,54.0,0,2019,1,1,2,0
2019-01-14,United Kingdom,Europe,1.057,0.908,1.902,58.45,2.3,0.7564,2.14,45.8,57.1,29.3,0,No Event,0.22,Low,38.0,1.00225,0.0665626919050302,1.058,60.94,0,2019,1,1,3,0
2019-01-21,United Kingdom,Europe,1.02,0.886,1.827,57.91,1.86,0.7514,1.19,45.9,42.2,25.9,0,No Event,0.12,Low,38.0,1.02075,0.0633091145611165,1.057,58.45,0,2019,1,1,4,0
2019-01-28,United Kingdom,Europe,1.114,0.933,2.149,61.87,2.38,0.7583,1.48,50.6,48.8,23.7,0,No Event,0.23,Low,38.0,1.06225,0.0647209068172826,1.02,57.91,0,2019,1,1,5,0
2019-02-04,United Kingdom,Europe,1.078,0.954,1.61,62.37,1.88,0.7592,0.15,67.7,65.1,25.5,0,No Event,0.09,Low,38.0,1.06725,0.0670354579297399,1.114,61.87,0,2019,2,1,6,0
2019-02-11,United Kingdom,Europe,0.999,0.93,1.545,59.11,3.17,0.7526,1.12,35.2,43.8,29.2,0,No Event,0.8,Low,38.0,1.05275,0.0715865642505352,1.078,62.37,1,2019,2,1,7,0
2019-02-18,United Kingdom,Europe,1.122,0.986,1.958,64.16,2.13,0.749,1.95,56.4,42.3,21.7,0,No Event,-0.05,Low,38.0,1.0782500000000002,0.0737413623581497,0.999,59.11,0,2019,2,1,8,0
2019-02-25,United Kingdom,Europe,1.087,0.931,1.87,60.91,3.35,0.763,2.22,51.4,48.6,23.2,0,No Event,-0.24,Low,38.0,1.0715,0.0658254145341407,1.122,64.16,0,2019,2,1,9,0
2019-03-04,United Kingdom,Europe,1.07,0.98,1.528,63.6,2.36,0.7606,2.19,53.1,51.7,25.1,0,No Event,-0.57,Low,38.0,1.0695,0.0669625143488871,1.087,60.91,0,2019,3,1,10,0
2019-03-11,United Kingdom,Europe,1.075,0.962,1.783,63.15,2.29,0.7516,1.35,45.8,38.2,26.6,0,No Event,0.38,Low,38.0,1.0885,0.0640292258785496,1.07,63.6,0,2019,3,1,11,0
2019-03-18,United Kingdom,Europe,1.085,0.988,1.87,63.46,2.98,0.7567,1.75,45.5,52.6,28.8,0,No Event,-0.43,Low,38.0,1.07925,0.0632314182572066,1.075,63.15,0,2019,3,1,12,0
2019-03-25,United Kingdom,Europe,1.155,1.061,1.914,68.33,2.95,0.7746,2.9,50.3,46.0,22.2,0,No Event,-0.05,Low,38.0,1.09625,0.0647792324582083,1.085,63.46,0,2019,3,1,13,0
2019-04-01,United Kingdom,Europe,1.013,0.921,1.62,57.68,2.49,0.7642,2.49,45.1,59.9,28.8,0,No Event,-0.1,Low,38.0,1.082,0.0686699028872765,1.155,68.33,0,2019,4,2,14,0
2019-04-08,United Kingdom,Europe,1.154,1.048,2.006,65.64,2.99,0.7668,2.98,48.9,51.3,24.9,0,No Event,-0.54,Low,38.0,1.10175,0.0797825173209867,1.013,57.68,0,2019,4,2,15,0
2019-04-15,United Kingdom,Europe,1.11,0.933,1.832,61.23,2.3,0.7621,4.18,69.9,53.2,28.9,0,No Event,0.03,Low,38.0,1.108,0.0799483830364951,1.154,65.64,0,2019,4,2,16,0
2019-04-22,United Kingdom,Europe,1.12,1.004,1.551,62.89,1.68,0.7451,3.64,54.8,45.3,29.4,0,No Event,-0.48,Low,38.0,1.09925,0.0756647819416342,1.11,61.23,0,2019,4,2,17,0
2019-04-29,United Kingdom,Europe,1.096,1.059,1.963,66.71,2.69,0.7466,2.21,65.1,57.6,27.2,0,No Event,0.04,Low,38.0,1.12,0.0752667078670276,1.12,62.89,0,2019,4,2,18,0
2019-05-06,United Kingdom,Europe,1.064,0.983,1.507,62.21,1.84,0.7425,0.77,61.2,49.4,22.2,0,No Event,-0.09,Low,38.0,1.0975,0.0721671289432014,1.096,66.71,0,2019,5,2,19,0
2019-05-13,United Kingdom,Europe,1.053,0.955,2.126,59.58,2.12,0.7434,1.55,59.8,43.3,27.3,0,No Event,0.32,Low,38.0,1.08325,0.0623645742172784,1.064,62.21,0,2019,5,2,20,0
2019-05-20,United Kingdom,Europe,1.111,0.979,2.286,63.89,2.94,0.7599,1.52,54.5,39.8,25.1,0,No Event,-0.13,Low,38.0,1.081,0.0638391138567521,1.053,59.58,0,2019,5,2,21,0
2019-05-27,United Kingdom,Europe,1.142,1.02,1.637,65.73,2.89,0.7567,1.61,45.9,47.2,28.7,0,No Event,-0.06,Low,38.0,1.0924999999999998,0.0638789562664052,1.111,63.89,0,2019,5,2,22,0
2019-06-03,United Kingdom,Europe,1.121,0.982,1.966,63.85,2.25,0.7567,4.01,58.5,53.6,25.4,0,No Event,-0.03,Low,38.0,1.10675,0.064310731117351,1.142,65.73,0,2019,6,2,23,0
2019-06-10,United Kingdom,Europe,1.184,1.053,2.074,67.8,2.61,0.744,1.18,47.6,38.5,23.6,0,No Event,-0.09,Low,38.0,1.1395,0.0659741196164431,1.121,63.85,0,2019,6,2,24,0
2019-06-17,United Kingdom,Europe,1.152,0.984,2.107,66.64,3.24,0.7542,1.59,61.1,48.6,28.4,0,No Event,-0.48,Low,38.0,1.14975,0.0642785107624201,1.184,67.8,0,2019,6,2,25,0
2019-06-24,United Kingdom,Europe,1.115,1.02,2.312,65.81,2.64,0.7551,1.2,51.3,32.3,20.3,0,No Event,0.41,Low,38.0,1.143,0.0525497653031421,1.152,66.64,0,2019,6,2,26,0
2019-07-01,United Kingdom,Europe,1.249,1.12,2.209,70.53,1.62,0.7627,3.25,51.0,37.6,28.6,0,No Event,-0.66,Low,38.0,1.175,0.0483981149127499,1.115,65.81,0,2019,7,3,27,0
2019-07-08,United Kingdom,Europe,1.212,1.081,2.352,69.02,2.99,0.7396,1.94,50.0,44.5,27.0,0,No Event,-0.03,Low,38.0,1.182,0.0477244773620481,1.249,70.53,0,2019,7,3,28,0
2019-07-15,United Kingdom,Europe,1.128,0.964,1.637,62.85,1.89,0.7473,1.77,45.6,33.7,23.0,0,No Event,-0.34,Low,38.0,1.176,0.0527201761494457,1.212,69.02,0,2019,7,3,29,0
2019-07-22,United Kingdom,Europe,1.251,1.102,2.494,69.98,2.35,0.7483,1.23,43.4,38.2,24.4,0,No Event,1.29,Low,38.0,1.21,0.0603844941887094,1.128,62.85,0,2019,7,3,30,0
2019-07-29,United Kingdom,Europe,1.139,1.05,1.692,68.21,2.52,0.75,0.58,48.7,59.6,22.0,0,No Event,0.27,Low,38.0,1.1825,0.0664017837784787,1.251,69.98,0,2019,7,3,31,0
2019-08-05,United Kingdom,Europe,1.245,1.056,1.753,69.17,2.35,0.7514,2.13,47.5,58.0,27.6,0,No Event,-0.07,Low,38.0,1.19075,0.0704385123577502,1.139,68.21,0,2019,8,3,32,0
2019-08-12,United Kingdom,Europe,1.27,1.09,1.994,71.68,2.52,0.7332,1.81,42.2,48.4,26.9,0,No Event,0.61,Low,38.0,1.2262499999999998,0.0694032776476652,1.245,69.17,0,2019,8,3,33,0
2019-08-19,United Kingdom,Europe,1.244,1.133,2.385,72.08,2.04,0.7438,-0.54,40.9,39.5,20.5,0,No Event,-0.04,Low,38.0,1.2245,0.0698858487879329,1.27,71.68,0,2019,8,3,34,0
2019-08-26,United Kingdom,Europe,1.293,1.143,1.85,74.36,2.99,0.7447,4.55,61.8,29.9,21.9,0,No Event,-0.1,Low,38.0,1.263,0.0697919116851654,1.244,72.08,0,2019,8,3,35,0
2019-09-02,United Kingdom,Europe,0.855,0.772,1.544,48.95,2.48,0.7498,1.68,47.2,51.1,21.7,0,No Event,-0.25,Low,38.0,1.1655,0.1218623615443389,1.293,74.36,0,2019,9,3,36,0
2019-09-09,United Kingdom,Europe,0.747,0.678,1.5,44.08,2.99,0.7319,1.79,52.7,44.4,27.2,0,No Event,-0.27,Low,38.0,1.03475,0.1257826502491895,0.855,48.95,0,2019,9,3,37,0
2019-09-16,United Kingdom,Europe,0.764,0.696,1.5,44.44,2.57,0.7517,3.58,52.7,39.4,21.7,0,No Event,1.32,Low,38.0,0.91475,0.1265758771378469,0.747,44.08,0,2019,9,3,38,0
2019-09-23,United Kingdom,Europe,0.785,0.66,1.5,43.66,1.98,0.7412,1.33,43.0,47.0,21.9,0,No Event,0.58,Low,38.0,0.78775,0.1197228962211677,0.764,44.44,0,2019,9,3,39,0
2019-09-30,United Kingdom,Europe,0.792,0.7,1.5,44.7,2.52,0.7379,1.73,46.5,42.3,26.0,0,No Event,0.58,Low,38.0,0.772,0.1202549853942435,0.785,43.66,0,2019,9,3,40,0
2019-10-07,United Kingdom,Europe,0.883,0.799,1.677,50.41,2.36,0.7309,2.26,40.1,53.3,29.6,0,No Event,0.48,Low,38.0,0.806,0.1259799401002726,0.792,44.7,0,2019,10,4,41,0
2019-10-14,United Kingdom,Europe,0.773,0.686,1.5,45.17,2.53,0.7369,0.71,55.5,51.5,22.1,0,No Event,0.07,Low,38.0,0.80825,0.1236682699960592,0.883,50.41,0,2019,10,4,42,0
2019-10-21,United Kingdom,Europe,0.794,0.7,1.564,44.46,2.52,0.741,-0.91,46.3,41.0,26.4,0,No Event,0.0,Low,38.0,0.8105000000000001,0.1232423961925275,0.773,45.17,0,2019,10,4,43,0
2019-10-28,United Kingdom,Europe,0.81,0.745,1.542,47.91,2.97,0.737,3.24,30.6,68.2,20.5,0,No Event,-0.03,Low,38.0,0.8150000000000001,0.1188056046681547,0.794,44.46,1,2019,10,4,44,0
2019-11-04,United Kingdom,Europe,0.89,0.786,1.545,51.29,2.02,0.7459,1.64,54.3,57.9,23.1,0,No Event,-0.61,Low,38.0,0.8167500000000001,0.1237357679743448,0.81,47.91,0,2019,11,4,45,0
2019-11-11,United Kingdom,Europe,0.861,0.758,1.546,50.73,3.43,0.7447,1.54,35.5,60.8,22.6,0,No Event,0.45,Low,38.0,0.83875,0.1237815183659371,0.89,51.29,1,2019,11,4,46,0
2019-11-18,United Kingdom,Europe,0.795,0.689,1.5,45.06,1.79,0.7479,-0.21,38.4,45.0,28.5,0,No Event,0.68,Low,38.0,0.839,0.1230898527645224,0.861,50.73,1,2019,11,4,47,0
2019-11-25,United Kingdom,Europe,0.845,0.745,1.5,48.03,2.42,0.7476,3.36,48.4,54.8,27.6,0,No Event,0.81,Low,38.0,0.84775,0.0784959099803691,0.795,45.06,0,2019,11,4,48,0
2019-12-02,United Kingdom,Europe,0.878,0.772,1.609,51.05,2.71,0.7365,0.29,41.9,56.0,24.8,0,No Event,-1.11,Low,38.0,0.8447500000000001,0.0677139074685444,0.845,48.03,0,2019,12,4,49,0
2019-12-09,United Kingdom,Europe,0.836,0.777,1.5,49.33,2.66,0.7441,0.79,47.6,59.2,26.9,0,No Event,0.18,Low,38.0,0.8385,0.0700695552621381,0.878,51.05,0,2019,12,4,50,0
2019-12-16,United Kingdom,Europe,0.942,0.837,1.5,54.93,1.91,0.7525,1.76,51.5,35.5,29.6,0,No Event,-0.34,Low,38.0,0.87525,0.0777868926886553,0.836,49.33,0,2019,12,4,51,0
2019-12-23,United Kingdom,Europe,0.983,0.881,1.933,55.3,2.16,0.7554,0.82,55.3,52.9,25.8,0,No Event,0.22,Low,38.0,0.90975,0.0780572593160918,0.942,54.93,0,2019,12,4,52,0
2019-12-30,United Kingdom,Europe,0.961,0.854,1.5,53.83,2.36,0.7601,1.27,41.1,61.1,25.8,0,No Event,0.05,Low,38.0,0.9305,0.0729305038602259,0.983,55.3,0,2019,12,4,1,0
2020-01-06,United Kingdom,Europe,0.943,0.872,1.511,55.93,1.95,0.7638,1.47,34.2,49.5,28.6,0,No Event,0.11,Low,38.0,0.95725,0.0605947951830768,0.961,53.83,1,2020,1,1,2,0
2020-01-13,United Kingdom,Europe,0.931,0.818,1.822,53.16,1.74,0.7495,1.22,45.3,68.9,23.8,0,No Event,-0.44,Low,38.0,0.9545,0.0611585819874078,0.943,55.93,0,2020,1,1,3,0
2020-01-20,United Kingdom,Europe,0.977,0.917,1.61,57.52,2.63,0.7702,1.79,72.5,41.8,29.3,0,No Event,-0.46,Low,38.0,0.953,0.0619595926120182,0.931,53.16,0,2020,1,1,4,0
2020-01-27,United Kingdom,Europe,0.992,0.914,1.959,57.67,2.6,0.741,2.58,38.3,41.1,23.0,0,No Event,-0.13,Low,38.0,0.96075,0.0564423108009461,0.977,57.52,1,2020,1,1,5,0
2020-02-03,United Kingdom,Europe,1.031,0.919,1.775,59.9,2.95,0.7672,1.64,55.5,60.6,25.5,0,No Event,-0.37,Low,38.0,0.98275,0.0552555448358081,0.992,57.67,0,2020,2,1,6,0
2020-02-10,United Kingdom,Europe,1.197,1.077,1.975,68.59,3.63,0.7472,2.88,47.7,54.0,36.8,1,COVID-19 Pandemic,-0.96,Low,38.0,1.04925,0.0611126044245382,1.031,59.9,0,2020,2,1,7,0
2020-02-17,United Kingdom,Europe,1.058,0.974,1.912,62.78,2.42,0.7549,0.96,62.1,57.4,35.8,1,COVID-19 Pandemic,0.5,Low,38.0,1.0695,0.0744310443214234,1.197,68.59,0,2020,2,1,8,0
2020-02-24,United Kingdom,Europe,1.136,1.045,2.293,66.36,2.44,0.7583,-1.44,45.2,40.3,20.5,0,No Event,-0.27,Low,38.0,1.1055,0.0758386902384732,1.058,62.78,0,2020,2,1,9,0
2020-03-02,United Kingdom,Europe,1.128,1.107,1.855,69.35,4.01,0.7619,4.3,37.9,49.7,28.5,1,COVID-19 Pandemic,-0.02,Low,38.0,1.12975,0.0731800111142777,1.136,66.36,1,2020,3,1,10,0
2020-03-09,United Kingdom,Europe,1.298,1.188,2.355,75.42,2.29,0.7569,-1.37,45.7,47.1,28.9,0,No Event,-0.06,Low,38.0,1.155,0.0763803173919533,1.128,69.35,0,2020,3,1,11,0
2020-03-16,United Kingdom,Europe,1.233,1.14,2.385,72.22,3.97,0.7732,5.24,47.2,52.3,42.6,1,COVID-19 Pandemic,0.38,Low,38.0,1.19875,0.0795504649325056,1.298,75.42,0,2020,3,1,12,0
2020-03-23,United Kingdom,Europe,1.436,1.213,2.128,79.11,5.57,0.7464,2.58,55.6,40.6,32.0,1,COVID-19 Pandemic,0.46,Low,38.0,1.27375,0.0879675924381948,1.233,72.22,0,2020,3,1,13,0
2020-03-30,United Kingdom,Europe,1.382,1.191,2.767,79.63,2.56,0.7648,1.77,56.3,33.6,52.7,1,COVID-19 Pandemic,0.1,Low,38.0,1.33725,0.0892232619324467,1.436,79.11,0,2020,3,1,14,0
2020-04-06,United Kingdom,Europe,1.389,1.244,2.857,79.79,3.43,0.7573,3.4,49.7,44.8,34.3,1,COVID-19 Pandemic,0.11,Low,38.0,1.36,0.0884869392253007,1.382,79.63,0,2020,4,2,15,0
2020-04-13,United Kingdom,Europe,1.399,1.258,2.665,81.01,2.63,0.7498,-3.18,54.2,50.0,22.5,0,No Event,0.67,Low,38.0,1.4015,0.0888030087121063,1.389,79.79,0,2020,4,2,16,0
2020-04-20,United Kingdom,Europe,1.431,1.284,2.206,83.13,2.31,0.7547,4.15,57.0,43.7,34.0,1,COVID-19 Pandemic,-0.3,Low,38.0,1.40025,0.0886870889537663,1.399,81.01,0,2020,4,2,17,0
2020-04-27,United Kingdom,Europe,1.357,1.217,2.788,79.85,4.44,0.7623,1.46,57.2,44.6,27.7,1,COVID-19 Pandemic,0.45,Low,38.0,1.394,0.0920639572116268,1.431,83.13,0,2020,4,2,18,0
2020-05-04,United Kingdom,Europe,1.413,1.263,2.554,82.65,1.47,0.7461,3.49,49.8,46.0,44.7,1,COVID-19 Pandemic,0.74,Low,38.0,1.4,0.0821623315494396,1.357,79.85,0,2020,5,2,19,0
2020-05-11,United Kingdom,Europe,1.445,1.291,2.603,84.47,4.11,0.7565,2.85,59.1,48.8,50.2,1,COVID-19 Pandemic,-0.45,Low,38.0,1.4115000000000002,0.070702555190038,1.413,82.65,0,2020,5,2,20,0
2020-05-18,United Kingdom,Europe,1.486,1.356,2.817,87.14,2.37,0.7599,0.74,46.6,56.8,28.8,0,No Event,0.24,Low,38.0,1.42525,0.0692613169370266,1.445,84.47,0,2020,5,2,21,0
2020-05-25,United Kingdom,Europe,1.539,1.348,2.518,87.57,2.37,0.7516,0.6,44.6,47.6,36.9,1,COVID-19 Pandemic,-0.44,Low,38.0,1.47075,0.0685761380422195,1.486,87.14,0,2020,5,2,22,0
2020-06-01,United Kingdom,Europe,1.147,1.025,1.785,66.21,1.65,0.7568,1.89,55.1,34.1,39.3,1,COVID-19 Pandemic,-0.14,Low,38.0,1.40425,0.0968157549821594,1.539,87.57,0,2020,6,2,23,0
2020-06-08,United Kingdom,Europe,0.991,0.939,1.5,58.57,3.25,0.744,-0.7,52.6,43.3,36.9,1,COVID-19 Pandemic,0.02,Low,38.0,1.29075,0.1033662861603542,1.147,66.21,0,2020,6,2,24,0
2020-06-15,United Kingdom,Europe,1.066,0.962,1.791,61.99,5.28,0.7486,0.32,42.8,50.6,37.4,1,COVID-19 Pandemic,1.12,Low,38.0,1.18575,0.0920644682985152,0.991,58.57,0,2020,6,2,25,0
2020-06-22,United Kingdom,Europe,0.927,0.824,1.507,52.27,3.57,0.7419,2.04,44.6,55.5,47.6,1,COVID-19 Pandemic,-0.22,Low,38.0,1.03275,0.0974093775374036,1.066,61.99,0,2020,6,2,26,0
2020-06-29,United Kingdom,Europe,0.98,0.882,1.898,55.68,5.78,0.7543,2.57,48.5,59.6,33.4,1,COVID-19 Pandemic,-0.29,Low,38.0,0.991,0.1001328672183159,0.927,52.27,0,2020,6,2,27,0
2020-07-06,United Kingdom,Europe,0.997,0.841,1.996,56.92,4.69,0.7413,2.85,45.9,46.9,50.0,1,COVID-19 Pandemic,0.08,Low,38.0,0.9925,0.1004579697807513,0.98,55.68,0,2020,7,3,28,0
2020-07-13,United Kingdom,Europe,0.91,0.818,1.5,52.56,2.0,0.7452,2.49,58.2,51.5,20.7,0,No Event,0.22,Low,38.0,0.9535,0.1009506738063597,0.997,56.92,0,2020,7,3,29,0
2020-07-20,United Kingdom,Europe,0.92,0.825,1.5,52.12,3.16,0.7414,1.27,46.1,40.0,44.8,1,COVID-19 Pandemic,0.11,Low,38.0,0.95175,0.1014493417233858,0.91,52.56,0,2020,7,3,30,0
2020-07-27,United Kingdom,Europe,0.891,0.792,1.622,52.46,4.19,0.758,3.14,55.1,46.6,45.0,1,COVID-19 Pandemic,0.29,Low,38.0,0.9295,0.0991729501861847,0.92,52.12,0,2020,7,3,31,0
2020-08-03,United Kingdom,Europe,0.843,0.724,1.688,47.51,2.07,0.7492,1.05,44.3,35.8,23.6,0,No Event,-0.07,Low,38.0,0.891,0.0977426779376994,0.891,52.46,0,2020,8,3,32,0
2020-08-10,United Kingdom,Europe,0.792,0.704,1.5,45.6,2.62,0.7331,1.72,64.1,57.8,25.0,0,No Event,-0.37,Low,38.0,0.8615,0.0955114295404952,0.843,47.51,0,2020,8,3,33,0
2020-08-17,United Kingdom,Europe,0.844,0.754,1.5,49.23,2.37,0.7349,2.63,35.2,57.2,33.5,1,COVID-19 Pandemic,0.01,Low,38.0,0.8425,0.098209731587801,0.792,45.6,1,2020,8,3,34,0
2020-08-24,United Kingdom,Europe,0.823,0.745,1.5,48.79,2.36,0.7444,0.33,46.5,41.9,30.7,1,COVID-19 Pandemic,0.78,Low,38.0,0.8255,0.0723872434159085,0.844,49.23,0,2020,8,3,35,0
2020-08-31,United Kingdom,Europe,0.836,0.728,1.5,46.47,2.35,0.7477,1.47,55.3,47.8,24.7,0,No Event,0.16,Low,38.0,0.82375,0.0639598277627596,0.823,48.79,0,2020,8,3,36,0
2020-09-07,United Kingdom,Europe,0.843,0.74,1.5,48.31,2.88,0.7565,1.24,36.9,58.0,21.2,0,No Event,-0.94,Low,38.0,0.8364999999999999,0.0582541264881782,0.836,46.47,1,2020,9,3,37,0
2020-09-14,United Kingdom,Europe,0.814,0.731,1.561,47.33,1.91,0.7297,2.88,45.6,38.0,29.7,0,No Event,0.49,Low,38.0,0.829,0.0468568184796139,0.843,48.31,0,2020,9,3,38,0
2020-09-21,United Kingdom,Europe,0.836,0.755,1.557,48.05,2.73,0.7362,0.64,53.2,57.4,23.0,0,No Event,0.2,Low,38.0,0.8322499999999999,0.0436397486536356,0.814,47.33,0,2020,9,3,39,0
2020-09-28,United Kingdom,Europe,0.847,0.74,1.5,47.58,1.9,0.7402,0.3,34.2,50.5,23.7,0,No Event,0.67,Low,38.0,0.835,0.0433973725390211,0.836,48.05,1,2020,9,3,40,0
2020-10-05,United Kingdom,Europe,0.805,0.695,1.5,45.47,2.75,0.74,-0.28,29.4,65.4,23.1,0,No Event,-0.08,Low,38.0,0.8255,0.0386046313958974,0.847,47.58,1,2020,10,4,41,0
2020-10-12,United Kingdom,Europe,0.825,0.728,1.5,45.78,2.1,0.7517,3.71,20.4,62.5,22.9,0,No Event,-0.06,Low,38.0,0.8282499999999999,0.0394700170901456,0.805,45.47,1,2020,10,4,42,0
2020-10-19,United Kingdom,Europe,0.859,0.742,1.622,49.05,2.42,0.7366,3.53,47.7,53.9,20.7,0,No Event,-0.22,Low,38.0,0.8340000000000001,0.0411336663958746,0.825,45.78,0,2020,10,4,43,0
2020-10-26,United Kingdom,Europe,0.848,0.755,1.637,49.17,2.06,0.7443,1.45,51.7,46.3,22.6,0,No Event,-0.31,Low,38.0,0.83425,0.0380418283438602,0.859,49.05,0,2020,10,4,44,0
2020-11-02,United Kingdom,Europe,0.84,0.708,1.5,47.48,3.48,0.7388,0.25,60.7,52.7,28.1,0,No Event,-0.29,Low,38.0,0.843,0.0330459808335264,0.848,49.17,0,2020,11,4,45,0
2020-11-09,United Kingdom,Europe,0.886,0.78,1.638,49.33,2.55,0.7607,2.75,50.2,48.3,28.6,0,No Event,-0.19,Low,38.0,0.85825,0.0313463730607148,0.84,47.48,0,2020,11,4,46,0
2020-11-16,United Kingdom,Europe,0.883,0.791,1.656,51.08,1.76,0.7611,1.95,49.0,74.6,25.4,0,No Event,0.0,Low,38.0,0.86425,0.0301039529792331,0.886,49.33,0,2020,11,4,47,0
2020-11-23,United Kingdom,Europe,0.852,0.771,1.742,49.57,2.52,0.7419,2.11,33.0,57.8,28.9,0,No Event,0.57,Low,38.0,0.86525,0.0321599278601977,0.883,51.08,1,2020,11,4,48,0
2020-11-30,United Kingdom,Europe,0.912,0.831,1.766,52.23,2.55,0.7414,1.63,51.7,53.4,28.3,0,No Event,-0.05,Low,38.0,0.88325,0.0377675531017616,0.852,49.57,0,2020,11,4,49,0
2020-12-07,United Kingdom,Europe,0.905,0.791,1.54,51.33,2.91,0.7434,0.17,45.9,45.6,22.0,0,No Event,-0.68,Low,38.0,0.888,0.0358279060123615,0.912,52.23,0,2020,12,4,50,0
2020-12-14,United Kingdom,Europe,0.959,0.837,1.733,53.71,3.0,0.7492,1.11,64.5,51.2,28.6,0,No Event,0.39,Low,38.0,0.907,0.0384282298830459,0.905,51.33,0,2020,12,4,51,0
2020-12-21,United Kingdom,Europe,1.025,0.933,1.501,58.02,2.61,0.7389,1.01,51.3,54.2,26.5,0,No Event,-0.17,Low,38.0,0.95025,0.0417720552422842,0.959,53.71,0,2020,12,4,52,0
2020-12-28,United Kingdom,Europe,0.979,0.876,1.82,57.14,1.92,0.7538,4.21,47.4,49.8,20.5,0,No Event,0.92,Low,38.0,0.967,0.0411084747370977,1.025,58.02,0,2020,12,4,53,0
2021-01-04,United Kingdom,Europe,0.967,0.869,1.5,57.0,2.37,0.7542,0.82,42.1,55.7,29.9,0,No Event,-1.09,Low,38.0,0.9825,0.0418697482359523,0.979,57.14,0,2021,1,1,1,0
2021-01-11,United Kingdom,Europe,1.033,0.926,1.576,60.07,2.04,0.7492,0.63,48.5,41.1,23.5,0,No Event,-0.43,Low,38.0,1.001,0.044127570333373,0.967,57.0,0,2021,1,1,2,0
2021-01-18,United Kingdom,Europe,1.069,0.944,2.187,60.97,2.21,0.759,2.62,54.2,62.7,25.2,0,No Event,0.46,Low,38.0,1.012,0.0434020944918194,1.033,60.07,0,2021,1,1,3,0
2021-01-25,United Kingdom,Europe,1.101,0.953,2.122,62.5,2.38,0.7643,2.59,55.7,44.0,23.0,0,No Event,-0.36,Low,38.0,1.0425,0.0424240946631977,1.069,60.97,0,2021,1,1,4,0
2021-02-01,United Kingdom,Europe,1.152,1.014,1.623,65.55,2.36,0.7587,2.22,64.6,63.9,24.4,0,No Event,0.13,Low,38.0,1.08875,0.0419278598775998,1.101,62.5,0,2021,2,1,5,0
2021-02-08,United Kingdom,Europe,1.088,0.99,2.032,61.93,3.3,0.7593,2.51,54.0,69.7,21.0,0,No Event,-0.29,Low,38.0,1.1025,0.0472674816918733,1.152,65.55,0,2021,2,1,6,0
2021-02-15,United Kingdom,Europe,1.089,0.965,2.04,62.51,2.94,0.7472,4.95,47.9,43.1,24.2,0,No Event,-0.13,Low,38.0,1.1075,0.0446183116552671,1.088,61.93,0,2021,2,1,7,0
